1, 7730 ,2455 ,false
2, 5456 ,7893 ,true
3, 7026 ,31 ,true
4, 6538 ,8538 ,false
5, 4466 ,2248 ,true
6, 3834 ,2504 ,true
7, 1193 ,5841 ,true
8, 2673 ,3232 ,false
9, 5012 ,4995 ,false
10, 3427 ,7153 ,true
11, 1441 ,8545 ,true
12, 1372 ,5087 ,false
13, 9269 ,1154 ,false
14, 2071 ,6863 ,true
15, 8625 ,487 ,true
16, 1031 ,7297 ,false
17, 2294 ,2921 ,false
18, 8845 ,3239 ,false
19, 7415 ,9390 ,true
20, 7577 ,1902 ,false
21, 7138 ,5429 ,false
22, 7712 ,3153 ,false
23, 5670 ,7475 ,false
24, 8727 ,7134 ,true
25, 5423 ,4567 ,false
26, 2558 ,3329 ,false
27, 5895 ,3 ,true
28, 1044 ,6157 ,true
29, 6068 ,9602 ,true
30, 4392 ,3668 ,false
31, 428 ,8351 ,false
32, 6641 ,2168 ,true
33, 3233 ,9891 ,false
34, 4033 ,5227 ,true
35, 3010 ,6724 ,false
36, 3805 ,2032 ,true
37, 4 ,1736 ,false
38, 4739 ,2628 ,false
39, 9953 ,8160 ,false
40, 4619 ,3305 ,false
41, 1359 ,5301 ,false
42, 921 ,6350 ,true
43, 7484 ,4813 ,true
44, 4335 ,8142 ,true
45, 7654 ,1287 ,false
46, 4718 ,4782 ,true
47, 4078 ,4250 ,true
48, 1523 ,1056 ,true
49, 9713 ,5781 ,true
50, 8961 ,4896 ,false
51, 3669 ,5138 ,false
52, 7354 ,4305 ,true
53, 3694 ,2381 ,true
54, 9844 ,6575 ,true
55, 398 ,5892 ,false
56, 5785 ,435 ,false
57, 8844 ,6029 ,true
58, 9492 ,9772 ,true
59, 4396 ,7780 ,true
60, 6049 ,63 ,true
61, 8678 ,8485 ,true
62, 1617 ,3762 ,true
63, 1412 ,2477 ,true
64, 5351 ,9587 ,true
65, 7603 ,6631 ,true
66, 1894 ,8658 ,true
67, 1620 ,2505 ,true
68, 771 ,8755 ,false
69, 2796 ,8409 ,false
70, 6096 ,1803 ,false
71, 6906 ,3694 ,true
72, 6717 ,5890 ,true
73, 7078 ,9911 ,true
74, 5088 ,3203 ,true
75, 870 ,5697 ,true
76, 3165 ,4979 ,true
77, 1274 ,5428 ,false
78, 1963 ,9760 ,false
79, 6848 ,1489 ,true
80, 4752 ,9279 ,false
81, 3093 ,47 ,true
82, 8926 ,183 ,true
83, 6860 ,9063 ,true
84, 9039 ,4136 ,true
85, 8108 ,6753 ,false
86, 2132 ,4502 ,true
87, 149 ,3752 ,true
88, 4774 ,4334 ,false
89, 8350 ,7098 ,true
90, 1383 ,4108 ,false
91, 520 ,2482 ,false
92, 1049 ,4101 ,true
93, 7685 ,807 ,true
94, 614 ,7598 ,true
95, 9669 ,2737 ,false
96, 6060 ,8562 ,true
97, 4686 ,3212 ,true
98, 8766 ,8407 ,true
99, 5885 ,3633 ,false
100, 6650 ,3135 ,false
101, 4893 ,3486 ,false
102, 3167 ,1363 ,false
103, 8311 ,2997 ,false
104, 6604 ,1589 ,true
105, 5339 ,5164 ,false
106, 7875 ,5202 ,true
107, 6080 ,7009 ,false
108, 3881 ,7163 ,false
109, 5882 ,8338 ,false
110, 1704 ,3424 ,false
111, 905 ,9257 ,true
112, 7234 ,2177 ,false
113, 725 ,9320 ,false
114, 277 ,5677 ,true
115, 8695 ,71 ,true
116, 7787 ,2486 ,true
117, 7336 ,2555 ,false
118, 6012 ,471 ,true
119, 7481 ,7217 ,true
120, 9877 ,8489 ,false
121, 7540 ,4314 ,true
122, 2668 ,6575 ,false
123, 2545 ,6523 ,false
124, 6985 ,8239 ,true
125, 2922 ,5148 ,false
126, 5576 ,8850 ,false
127, 5350 ,7034 ,false
128, 5664 ,3593 ,false
129, 2723 ,8472 ,false
130, 309 ,601 ,true
131, 5898 ,3993 ,true
132, 1032 ,328 ,true
133, 6708 ,4487 ,true
134, 653 ,2830 ,false
135, 901 ,4748 ,true
136, 5354 ,5306 ,false
137, 9234 ,1098 ,false
138, 9634 ,893 ,false
139, 5029 ,6031 ,true
140, 9461 ,1667 ,true
141, 3728 ,6061 ,true
142, 8750 ,2963 ,false
143, 1830 ,4578 ,true
144, 1425 ,4155 ,false
145, 8877 ,955 ,true
146, 9139 ,7612 ,true
147, 1211 ,7781 ,true
148, 965 ,7386 ,false
149, 2812 ,4809 ,true
150, 2756 ,3460 ,true
151, 8015 ,2630 ,true
152, 3501 ,4911 ,false
153, 2807 ,8245 ,false
154, 4772 ,4977 ,false
155, 5838 ,7370 ,true
156, 3960 ,3849 ,false
157, 4430 ,691 ,false
158, 6646 ,1142 ,true
159, 4148 ,9341 ,false
160, 1838 ,7151 ,true
161, 9652 ,2349 ,false
162, 9430 ,6603 ,false
163, 8102 ,1850 ,false
164, 8863 ,405 ,false
165, 9482 ,5101 ,false
166, 1997 ,3703 ,true
167, 8244 ,2239 ,false
168, 278 ,7017 ,false
169, 1225 ,891 ,true
170, 8539 ,5715 ,true
171, 2297 ,1675 ,true
172, 4483 ,341 ,true
173, 3773 ,7667 ,false
174, 5573 ,1146 ,false
175, 1862 ,8516 ,true
176, 2134 ,6836 ,true
177, 6052 ,1636 ,true
178, 1005 ,5625 ,false
179, 7881 ,3018 ,true
180, 6602 ,1800 ,true
181, 5005 ,743 ,true
182, 9392 ,6853 ,true
183, 1071 ,7470 ,true
184, 5059 ,9986 ,false
185, 1736 ,3449 ,true
